tipo,numero,titulo,compositor,letra_completa,coro,estrofes_json,arquivo,avisos
hino,1,"Cristo, meu Mestre...",Leila Naylor Morris,"1. Cris to, meu Mestre e meu Senhor, Eu Te adoro, por fé, com fervor; Rogo que guardes meu coração; Vem protegêIo com Tua unção E defendêIo, ó meu Guardião.

2. Mestre divino, sempre senti Meu coração dependente de Ti; Bom fundamento dálhe, Se nhor, Dá lhe firmeza, virtude, valor E fortaleza, ó meu Protetor.

3. Vale profundo, chei o de mal, É este mundo, ó Rei divinal. Só Tua força pode manter Santo e puro, na graça, meu ser, Sempre seguro, com fé e poder.

4. Mestre piedoso, com Tua mãc, Faze perfeito o meu coração, Santo,~ardoroso em Te ser vir, Sem pre vol tado aos bens do porvir; Mestre amado, desejo Te ouvir.",,"[{""estrofe"": 1, ""texto"": ""Cris to, meu Mestre e meu Senhor, Eu Te adoro, por fé, com fervor; Rogo que guardes meu coração; Vem protegêIo com Tua unção E defendêIo, ó meu Guardião.""}, {""estrofe"": 2, ""texto"": ""Mestre divino, sempre senti Meu coração dependente de Ti; Bom fundamento dálhe, Se nhor, Dá lhe firmeza, virtude, valor E fortaleza, ó meu Protetor.""}, {""estrofe"": 3, ""texto"": ""Vale profundo, chei o de mal, É este mundo, ó Rei divinal. Só Tua força pode manter Santo e puro, na graça, meu ser, Sempre seguro, com fé e poder.""}, {""estrofe"": 4, ""texto"": ""Mestre piedoso, com Tua mãc, Faze perfeito o meu coração, Santo,~ardoroso em Te ser vir, Sem pre vol tado aos bens do porvir; Mestre amado, desejo Te ouvir.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-1.mscx,
hino,2,De Deus tu és eleita,Samuel Sebastian Wesley,"1. De Deus tu és eleita, igreja de Jesus, O teu divino Mestre à glória te conduz,Preparate, pois Ele mui breve voltará; A glória que te espera já preparada es tá

2. Com celestiais adornos espera o teu Senhor, Vestida de justiça e do divino amor; Dileta és de Cristo, que vida te doou; A fim de resgatarte, Seu sangue derra mou

3. É grande tua glória, igreja de Jesus; Consagrate a Ele, andando em Su a Iuz,Em breve, no Seu reino, gloriosa entrarás, A face do Esposo, no céu, contemplarás.",,"[{""estrofe"": 1, ""texto"": ""De Deus tu és eleita, igreja de Jesus, O teu divino Mestre à glória te conduz,Preparate, pois Ele mui breve voltará; A glória que te espera já preparada es tá""}, {""estrofe"": 2, ""texto"": ""Com celestiais adornos espera o teu Senhor, Vestida de justiça e do divino amor; Dileta és de Cristo, que vida te doou; A fim de resgatarte, Seu sangue derra mou""}, {""estrofe"": 3, ""texto"": ""É grande tua glória, igreja de Jesus; Consagrate a Ele, andando em Su a Iuz,Em breve, no Seu reino, gloriosa entrarás, A face do Esposo, no céu, contemplarás.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-2.mscx,
hino,3,Faz-nos ouvir Tua voz,,"1. Faznos ou vir Tua voz gloriosa, Ó nosso Mestre, fiel Redentor;A Tua i greja, dileta esposa, Sente por Ti inefável amor.

Coro: Ó caro Salvador; a Tua voz de a mor Nos guia para o céu, glorioso lar; Pela Palavra vem nos consolar.

2. Ó Jesus Cristo, celeste Esposo, Vem conduzirnos, por Teu grande amor; Já ante vemos, ó Rei majestoso, A glória eterna do Teu esplendor.

Coro: Ó caro Salvador; a Tua voz de a mor Nos guia para o céu, glorioso lar; Pela Palavra vem nos consolar.

3. A Tua gre ja está sea dornando Paraen contrarse Contigo,ó Jesus; Com santas vestes, está aguardando Ver Tua face no reino de Iuz.

Coro: Ó caro Salvador; a Tua voz de a mor Nos guia para o céu, glorioso lar; Pela Palavra vem nos consolar.","Ó caro Salvador; a Tua voz de a mor Nos guia para o céu, glorioso lar; Pela Palavra vem nos consolar.","[{""estrofe"": 1, ""texto"": ""Faznos ou vir Tua voz gloriosa, Ó nosso Mestre, fiel Redentor;A Tua i greja, dileta esposa, Sente por Ti inefável amor.""}, {""estrofe"": 2, ""texto"": ""Ó Jesus Cristo, celeste Esposo, Vem conduzirnos, por Teu grande amor; Já ante vemos, ó Rei majestoso, A glória eterna do Teu esplendor.""}, {""estrofe"": 3, ""texto"": ""A Tua gre ja está sea dornando Paraen contrarse Contigo,ó Jesus; Com santas vestes, está aguardando Ver Tua face no reino de Iuz.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-3.mscx,
hino,4,Ouve a nossa oração,Bentley Deforest Ackley,"1. Nossos olhos para os céus, ó Deus, nós levantamos; Confiando em Teu amor, a nossa voz alçamos.

Coro: Ouveanossa oração Desde a Tuahabitação; Tua bênção, Teu perdão, Manda, ó Deus piedoso.

2. Refrigério celestial e bálsamo precioso É sentirTe em nosso ser, Pai santo, glorioso.

Coro: Ouveanossa oração Desde a Tuahabitação; Tua bênção, Teu perdão, Manda, ó Deus piedoso.

3. No Teu trono, ó Senhor, recebe nesta hora A humilde oração do povo que Te adora.

Coro: Ouveanossa oração Desde a Tuahabitação; Tua bênção, Teu perdão, Manda, ó Deus piedoso.","Ouveanossa oração Desde a Tuahabitação; Tua bênção, Teu perdão, Manda, ó Deus piedoso.","[{""estrofe"": 1, ""texto"": ""Nossos olhos para os céus, ó Deus, nós levantamos; Confiando em Teu amor, a nossa voz alçamos.""}, {""estrofe"": 2, ""texto"": ""Refrigério celestial e bálsamo precioso É sentirTe em nosso ser, Pai santo, glorioso.""}, {""estrofe"": 3, ""texto"": ""No Teu trono, ó Senhor, recebe nesta hora A humilde oração do povo que Te adora.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-4.mscx,
hino,5,A Rocha celestial,Leila Naylor Morris,"1. Sábio e prudente será o varão Que a casa na rocha erguer, Sempre terá eficaz proteção, Pois nada a pode abater.

Coro: A Rocha ceIestial É Cristo, o Filho de Deus, O Fundamento eternal De quem busca o reino dos céus.

2. Quem sobre a areia quiser construir, Em vão trabalhado terá, Pois sua casa virá a cair; Em falso alicerce estará.

Coro: A Rocha ceIestial É Cristo, o Filho de Deus, O Fundamento eternal De quem busca o reino dos céus.

3. As tempestades e os ventos virão A todos, com grande furor; Mas os que sobre a Rocha estão, Fir meza terão no Senhor.

Coro: A Rocha ceIestial É Cristo, o Filho de Deus, O Fundamento eternal De quem busca o reino dos céus.","A Rocha ceIestial É Cristo, o Filho de Deus, O Fundamento eternal De quem busca o reino dos céus.","[{""estrofe"": 1, ""texto"": ""Sábio e prudente será o varão Que a casa na rocha erguer, Sempre terá eficaz proteção, Pois nada a pode abater.""}, {""estrofe"": 2, ""texto"": ""Quem sobre a areia quiser construir, Em vão trabalhado terá, Pois sua casa virá a cair; Em falso alicerce estará.""}, {""estrofe"": 3, ""texto"": ""As tempestades e os ventos virão A todos, com grande furor; Mas os que sobre a Rocha estão, Fir meza terão no Senhor.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-5.mscx,
hino,6,"Glória ao Justo, fiel Cordeiro!",,"1. Ao Cordeiro imaculado, Jesus Cristo, exaltemos,Do Seu Nome falaremos, pois, com infinito amor, Veio à terra, glorioso, com poder e esplendor. Glória ao Justo, fiel Cordeiro, Puro, Santo, Verdadeiro! Pela morte madeiro, Nos reconciliou com Deus.

2. Seguiremos a Jesus Cristo com inteira confiança; Temos viva esperança de che gar a o lar de amor, Dirigidos, amparados pelo sábio Condutor.

3. Só a Cristo daremos glória e louvores em eterno, Pois livrounos do inferno, do pecado e do mal, Para darnos a herança no Seu lar celestial.",,"[{""estrofe"": 1, ""texto"": ""Ao Cordeiro imaculado, Jesus Cristo, exaltemos,Do Seu Nome falaremos, pois, com infinito amor, Veio à terra, glorioso, com poder e esplendor. Glória ao Justo, fiel Cordeiro, Puro, Santo, Verdadeiro! Pela morte madeiro, Nos reconciliou com Deus.""}, {""estrofe"": 2, ""texto"": ""Seguiremos a Jesus Cristo com inteira confiança; Temos viva esperança de che gar a o lar de amor, Dirigidos, amparados pelo sábio Condutor.""}, {""estrofe"": 3, ""texto"": ""Só a Cristo daremos glória e louvores em eterno, Pois livrounos do inferno, do pecado e do mal, Para darnos a herança no Seu lar celestial.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-6.mscx,
hino,7,"Granjeai, granjeai os talentos",João Dieners,"1. Os talentos Jesus nos tem dado, Dons celestes de grande valor,Nós devemos, com todo o cuidado, Granjeálos, servindo ao Senhor.

Coro: Granjeai, granje ai os talentos; Sobre o muito o Senhor vos porá; Vigiai e estai sempre atentos, Eis que Ele à porta está.

2. Se em tudo nós formos prudentes, Se fiéis o Senhor nos achar, Herdaremos Seus bens permanentes No repouso da glória sem par.

Coro: Granjeai, granje ai os talentos; Sobre o muito o Senhor vos porá; Vigiai e estai sempre atentos, Eis que Ele à porta está.

3. Diligentes obreiros sejamos, Pois os frutos Jesus vai pedir,Os talentos, jamais escondamos, Se quisermos a gló ria fruir.

Coro: Granjeai, granje ai os talentos; Sobre o muito o Senhor vos porá; Vigiai e estai sempre atentos, Eis que Ele à porta está.","Granjeai, granje ai os talentos; Sobre o muito o Senhor vos porá; Vigiai e estai sempre atentos, Eis que Ele à porta está.","[{""estrofe"": 1, ""texto"": ""Os talentos Jesus nos tem dado, Dons celestes de grande valor,Nós devemos, com todo o cuidado, Granjeálos, servindo ao Senhor.""}, {""estrofe"": 2, ""texto"": ""Se em tudo nós formos prudentes, Se fiéis o Senhor nos achar, Herdaremos Seus bens permanentes No repouso da glória sem par.""}, {""estrofe"": 3, ""texto"": ""Diligentes obreiros sejamos, Pois os frutos Jesus vai pedir,Os talentos, jamais escondamos, Se quisermos a gló ria fruir.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-7.mscx,
hino,8,"Oh! Vem, sim, vem",Peter Philip Bilhorn,"1. Nesta terrena vida, ó justo Redentor, São grandes os combates aos Teus fiêis, Senhor.

Coro: Oh! Vem, sim, vem nos alegrar, Senhor; És nossa Esperança e nosso Defensor.

2. No mundo há vaidade, muita tristeza e dor, Mas Teus remidos sentem a Tua paz e amor.

Coro: Oh! Vem, sim, vem nos alegrar, Senhor; És nossa Esperança e nosso Defensor.

3. Do cêu Te es peramos, glo rioso, eterno Rei; Tu ês veraz Pastor e nós somos Tua grei.

Coro: Oh! Vem, sim, vem nos alegrar, Senhor; És nossa Esperança e nosso Defensor.","Oh! Vem, sim, vem nos alegrar, Senhor; És nossa Esperança e nosso Defensor.","[{""estrofe"": 1, ""texto"": ""Nesta terrena vida, ó justo Redentor, São grandes os combates aos Teus fiêis, Senhor.""}, {""estrofe"": 2, ""texto"": ""No mundo há vaidade, muita tristeza e dor, Mas Teus remidos sentem a Tua paz e amor.""}, {""estrofe"": 3, ""texto"": ""Do cêu Te es peramos, glo rioso, eterno Rei; Tu ês veraz Pastor e nós somos Tua grei.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-8.mscx,
hino,9,Luminosa é a senda,Silas Jones Vail,"1. Luminosa é a senda Que conduz, por fé, a Deus, Não há nada que me prenda Nem detenha os passos meus.

Coro: Que prazer é viver com o meu bom Jesus! Na tristeza e na alegria sinto em mim a Sua luz.

2. Jubiloso, eu prossigo Para a glória eternal, Sei que Crisestá comigo, Protegendome do mal.

Coro: Que prazer é viver com o meu bom Jesus! Na tristeza e na alegria sinto em mim a Sua luz.

3. Jesus Cristo me consola Quando estou em aflição; Seu Espírito controla Minha mente e coração.

Coro: Que prazer é viver com o meu bom Jesus! Na tristeza e na alegria sinto em mim a Sua luz.",Que prazer é viver com o meu bom Jesus! Na tristeza e na alegria sinto em mim a Sua luz.,"[{""estrofe"": 1, ""texto"": ""Luminosa é a senda Que conduz, por fé, a Deus, Não há nada que me prenda Nem detenha os passos meus.""}, {""estrofe"": 2, ""texto"": ""Jubiloso, eu prossigo Para a glória eternal, Sei que Crisestá comigo, Protegendome do mal.""}, {""estrofe"": 3, ""texto"": ""Jesus Cristo me consola Quando estou em aflição; Seu Espírito controla Minha mente e coração.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-9.mscx,
hino,10,Prossegui vitoriosos em Cristo,,"1. Prossegui vitoriosos em Cristo, Ele em breve, dos céus vai voltar; Mandará recolher Seus remidos Para, à glória eterna, le

Coro: var. mor. rá. Certamente exaltado será Quem o Nome de Cristo não negar; Exaltado com glória celestial, Herdará a riqueza eternal.

2. Prossegui, rejeitando o pecado, Pois ireis encontrar o Senhor; Para vós, Ele tem preparado Um lugar no Seu reino de a

Coro: var. mor. rá. Certamente exaltado será Quem o Nome de Cristo não negar; Exaltado com glória celestial, Herdará a riqueza eternal.

3. Pros segui nesta fé glori osa, O i nimigo de vós fugirá,Vigiai na oração, no cuidado, E convosco Jesus esta

Coro: var. mor. rá. Certamente exaltado será Quem o Nome de Cristo não negar; Exaltado com glória celestial, Herdará a riqueza eternal.","var. mor. rá. Certamente exaltado será Quem o Nome de Cristo não negar; Exaltado com glória celestial, Herdará a riqueza eternal.","[{""estrofe"": 1, ""texto"": ""Prossegui vitoriosos em Cristo, Ele em breve, dos céus vai voltar; Mandará recolher Seus remidos Para, à glória eterna, le""}, {""estrofe"": 2, ""texto"": ""Prossegui, rejeitando o pecado, Pois ireis encontrar o Senhor; Para vós, Ele tem preparado Um lugar no Seu reino de a""}, {""estrofe"": 3, ""texto"": ""Pros segui nesta fé glori osa, O i nimigo de vós fugirá,Vigiai na oração, no cuidado, E convosco Jesus esta""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-10.mscx,
hino,11,"Ó igreja de Deus, resplandece",William Savage Pitts,"1. Ó igreja de Deus, resplandece E alegrate, de coração, Espalhando a semente celes te, Anunciando a veraz salvação.

Coro: Tu és a igreja de Jesus Cristo, o Cordeiro, Que tem o Seu trono nos céus; Ele, o Justo, Fiel, Verdadeiro, Te dará as promessas de Deus.

2. És igreja formosa e amada Por Cristo, o teu Salvador, Que te quer sempre mais adorna da De justiça e sublime amor.

Coro: Tu és a igreja de Jesus Cristo, o Cordeiro, Que tem o Seu trono nos céus; Ele, o Justo, Fiel, Verdadeiro, Te dará as promessas de Deus.

3. A gloriosa e celeste cidade Irás, com Je sus, Salvador; Lá há paz, grande amor, santida de; Lá verás o Fi el Criador.

Coro: Tu és a igreja de Jesus Cristo, o Cordeiro, Que tem o Seu trono nos céus; Ele, o Justo, Fiel, Verdadeiro, Te dará as promessas de Deus.","Tu és a igreja de Jesus Cristo, o Cordeiro, Que tem o Seu trono nos céus; Ele, o Justo, Fiel, Verdadeiro, Te dará as promessas de Deus.","[{""estrofe"": 1, ""texto"": ""Ó igreja de Deus, resplandece E alegrate, de coração, Espalhando a semente celes te, Anunciando a veraz salvação.""}, {""estrofe"": 2, ""texto"": ""És igreja formosa e amada Por Cristo, o teu Salvador, Que te quer sempre mais adorna da De justiça e sublime amor.""}, {""estrofe"": 3, ""texto"": ""A gloriosa e celeste cidade Irás, com Je sus, Salvador; Lá há paz, grande amor, santida de; Lá verás o Fi el Criador.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-11.mscx,
hino,12,Sempre em Jesus confiarei,James Milton Black,"1. Sempre em Jesus confiarei, Sua Palavra honrarei; Por Sua morte atroz na cruz, me concedeu eterna luz.

Coro: Cristo me guia com poder, Cristo me guia com saber; Ele é o Amigo mui fiel, Cristo Jesus, o Emanuel.

2. Os bons conselhos de Jesus são, para mim, divina luz; Eles me trazem retidão e divinal consolação.

Coro: Cristo me guia com poder, Cristo me guia com saber; Ele é o Amigo mui fiel, Cristo Jesus, o Emanuel.

3. Eu vou avante, com valor; sigo por fé o meu Senhor. No céu, um dia, O verei e igual a Ele então serei.

Coro: Cristo me guia com poder, Cristo me guia com saber; Ele é o Amigo mui fiel, Cristo Jesus, o Emanuel.","Cristo me guia com poder, Cristo me guia com saber; Ele é o Amigo mui fiel, Cristo Jesus, o Emanuel.","[{""estrofe"": 1, ""texto"": ""Sempre em Jesus confiarei, Sua Palavra honrarei; Por Sua morte atroz na cruz, me concedeu eterna luz.""}, {""estrofe"": 2, ""texto"": ""Os bons conselhos de Jesus são, para mim, divina luz; Eles me trazem retidão e divinal consolação.""}, {""estrofe"": 3, ""texto"": ""Eu vou avante, com valor; sigo por fé o meu Senhor. No céu, um dia, O verei e igual a Ele então serei.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-12.mscx,
hino,13,Confiemos em Deus,Stephen Vincent Benet,"1. Ó amados, venceremos este mundo en ganador; pela fé nós lutare mos, confiando no Senhor.

Coro: Confiemos em Deus, Ele é o nosso Pai; Ele ouve os Seus E, ao céu, leválos vai. Pelo Seu imenso amor Nos protege o Senhor; Oh! Oremos,com fervor, Ao grande Deus, Formador.

2. Do Seu trono glorioso nos contempla o Senhor; Deus, o Todo Poderoso, nos conserva em amor.

Coro: Confiemos em Deus, Ele é o nosso Pai; Ele ouve os Seus E, ao céu, leválos vai. Pelo Seu imenso amor Nos protege o Senhor; Oh! Oremos,com fervor, Ao grande Deus, Formador.","Confiemos em Deus, Ele é o nosso Pai; Ele ouve os Seus E, ao céu, leválos vai. Pelo Seu imenso amor Nos protege o Senhor; Oh! Oremos,com fervor, Ao grande Deus, Formador.","[{""estrofe"": 1, ""texto"": ""Ó amados, venceremos este mundo en ganador; pela fé nós lutare mos, confiando no Senhor.""}, {""estrofe"": 2, ""texto"": ""Do Seu trono glorioso nos contempla o Senhor; Deus, o Todo Poderoso, nos conserva em amor.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-13.mscx,
hino,14,Manda os Teus dons celestes,,"1. Os Teus fiéis, reunidos ante a Tua presença, O santo Consolador esperam, ó Senhor. Todos, contritos, clamamos com fé e com reverência; Cumpre em nós a promessa de Deus, o Criader.

Coro: Manda os Teus dons celestes pelo Espírito Santo; Cobre os fi éis com o manto do Teu Consolador

2. Os Teus fiéis, reu nidos, buscam os Teus dons celestes; Clamam com todo fervor: atende, ó Senhor! Esperançosos, aguardam, crendo no que prometeste; Faze que todos sinta mos o Teu Consolador.

Coro: Manda os Teus dons celestes pelo Espírito Santo; Cobre os fi éis com o manto do Teu Consolador

3. Os Teus fiéis, reunidos, constantemente clamando, Sentem, ó bom Redentor, celestial fervor; Pacientemente esperamos, sempre, com fé, implorando: Vem, ó Senhor, confirmarnos com o Consolador!

Coro: Manda os Teus dons celestes pelo Espírito Santo; Cobre os fi éis com o manto do Teu Consolador",Manda os Teus dons celestes pelo Espírito Santo; Cobre os fi éis com o manto do Teu Consolador,"[{""estrofe"": 1, ""texto"": ""Os Teus fiéis, reunidos ante a Tua presença, O santo Consolador esperam, ó Senhor. Todos, contritos, clamamos com fé e com reverência; Cumpre em nós a promessa de Deus, o Criader.""}, {""estrofe"": 2, ""texto"": ""Os Teus fiéis, reu nidos, buscam os Teus dons celestes; Clamam com todo fervor: atende, ó Senhor! Esperançosos, aguardam, crendo no que prometeste; Faze que todos sinta mos o Teu Consolador.""}, {""estrofe"": 3, ""texto"": ""Os Teus fiéis, reunidos, constantemente clamando, Sentem, ó bom Redentor, celestial fervor; Pacientemente esperamos, sempre, com fé, implorando: Vem, ó Senhor, confirmarnos com o Consolador!""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-14.mscx,
hino,15,Ó alma que choras,Philip Paul Bliss,"1. Ó alma que choras com grande amargor, Se queres alívio, recorre ao Se nhor; A Ele implo rando, conforto acharás; Graça, e virtude, e vida terás.

2. Amigo sincero é Cristo Jesus, Que salva o perdido, ac céu o conduz. Tua voz levanta ao bom Redentor, Clama por socorro, clama ao teu Senhor.

3. Ó alma cansada, recorre ao Senhor, Ele te sustenta e te dá vigor; Auxilio do alto não falta jamais, Em Cristo confia e não choresmais.",,"[{""estrofe"": 1, ""texto"": ""Ó alma que choras com grande amargor, Se queres alívio, recorre ao Se nhor; A Ele implo rando, conforto acharás; Graça, e virtude, e vida terás.""}, {""estrofe"": 2, ""texto"": ""Amigo sincero é Cristo Jesus, Que salva o perdido, ac céu o conduz. Tua voz levanta ao bom Redentor, Clama por socorro, clama ao teu Senhor.""}, {""estrofe"": 3, ""texto"": ""Ó alma cansada, recorre ao Senhor, Ele te sustenta e te dá vigor; Auxilio do alto não falta jamais, Em Cristo confia e não choresmais.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-15.mscx,
hino,16,Promessa excelente,Charles Hutchinson Gabriel,"1. Promessa excelente fizeste, ó Deus, Fiel cumprimento a Palavra terá;Sentir Teu Espirito querem os Teus; Teu povo clamando está.

Coro: Envia, ó Deus, por a mor, Teus dons peIo Consolador. Vem nos revestir de poder divinal; Visitanos, Pai eternal.

2. Oh! Vem despertarnos, a mado Senhor; O Espírito Santo envia dos céus;Com fé aguardamos o Consolador, Que faz virtuoses os Teus.

Coro: Envia, ó Deus, por a mor, Teus dons peIo Consolador. Vem nos revestir de poder divinal; Visitanos, Pai eternal.

3. O Teu Santo Espírito nos guiará Em toda verdade, justiça e amor;Por Ele Teu povo ensinado será; Teu Dom aguardamos, Senhor.

Coro: Envia, ó Deus, por a mor, Teus dons peIo Consolador. Vem nos revestir de poder divinal; Visitanos, Pai eternal.","Envia, ó Deus, por a mor, Teus dons peIo Consolador. Vem nos revestir de poder divinal; Visitanos, Pai eternal.","[{""estrofe"": 1, ""texto"": ""Promessa excelente fizeste, ó Deus, Fiel cumprimento a Palavra terá;Sentir Teu Espirito querem os Teus; Teu povo clamando está.""}, {""estrofe"": 2, ""texto"": ""Oh! Vem despertarnos, a mado Senhor; O Espírito Santo envia dos céus;Com fé aguardamos o Consolador, Que faz virtuoses os Teus.""}, {""estrofe"": 3, ""texto"": ""O Teu Santo Espírito nos guiará Em toda verdade, justiça e amor;Por Ele Teu povo ensinado será; Teu Dom aguardamos, Senhor.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-16.mscx,
hino,17,"Ó Senhor, vem visitar-me",,"1. Ó Senhor, vem visitarme e alentar a minha fé; Eu desejo consagrarme e alcançar, de Ti, mercê.

Coro: Com o Espírito divino Vem, Jesus, me batizar; Aos Teus pés eu me inclino E Te rogo sem cessar: Oh! Vem, Senhor, com Teu Dom me consolar.

2. Ó Jesus, és minha Sorte, és a minha Salvação; Fazme firme, fazme Forte pela Tua sananção.

Coro: Com o Espírito divino Vem, Jesus, me batizar; Aos Teus pés eu me inclino E Te rogo sem cessar: Oh! Vem, Senhor, com Teu Dom me consolar.

3. E ao fim serei ditoso, pois Contigo estarei; No Teu reino glorioso, face a face Te verei.

Coro: Com o Espírito divino Vem, Jesus, me batizar; Aos Teus pés eu me inclino E Te rogo sem cessar: Oh! Vem, Senhor, com Teu Dom me consolar.","Com o Espírito divino Vem, Jesus, me batizar; Aos Teus pés eu me inclino E Te rogo sem cessar: Oh! Vem, Senhor, com Teu Dom me consolar.","[{""estrofe"": 1, ""texto"": ""Ó Senhor, vem visitarme e alentar a minha fé; Eu desejo consagrarme e alcançar, de Ti, mercê.""}, {""estrofe"": 2, ""texto"": ""Ó Jesus, és minha Sorte, és a minha Salvação; Fazme firme, fazme Forte pela Tua sananção.""}, {""estrofe"": 3, ""texto"": ""E ao fim serei ditoso, pois Contigo estarei; No Teu reino glorioso, face a face Te verei.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-17.mscx,
hino,18,É Jesus meu Refúgio,Charles Austin Miles,"1. Grande é a tormenta e a tribulação, Muitos são os combates, grande, a tentaçãc; Mas Jesus, meu Rochedo e fiel Guardião, É a For taleza que dá proteção.

Coro: Jesus meu Refúgio, meu fiel Protetor, E n'Ele abrigado terei Seu vi gor; Cada dia que passa, sinto mais Seu amor a vi da celeste do meu Salvador.

2. Ao Senhor, mais unido eu almejo viver E cumprir, neste mundo, Scu glorioso querer; Os Scus passes seguindo, eu irei receber Mais força e coragem, a tim de vencer.

Coro: Jesus meu Refúgio, meu fiel Protetor, E n'Ele abrigado terei Seu vi gor; Cada dia que passa, sinto mais Seu amor a vi da celeste do meu Salvador.

3. Vou, com fé no meu Mestre, a tormenta enfrentar, Mesmo que fortemente ela se levantar,Com Jesus, a vitória eu irei alcançar, Pois Suas promessas nãc podem falhar.

Coro: Jesus meu Refúgio, meu fiel Protetor, E n'Ele abrigado terei Seu vi gor; Cada dia que passa, sinto mais Seu amor a vi da celeste do meu Salvador.","Jesus meu Refúgio, meu fiel Protetor, E n'Ele abrigado terei Seu vi gor; Cada dia que passa, sinto mais Seu amor a vi da celeste do meu Salvador.","[{""estrofe"": 1, ""texto"": ""Grande é a tormenta e a tribulação, Muitos são os combates, grande, a tentaçãc; Mas Jesus, meu Rochedo e fiel Guardião, É a For taleza que dá proteção.""}, {""estrofe"": 2, ""texto"": ""Ao Senhor, mais unido eu almejo viver E cumprir, neste mundo, Scu glorioso querer; Os Scus passes seguindo, eu irei receber Mais força e coragem, a tim de vencer.""}, {""estrofe"": 3, ""texto"": ""Vou, com fé no meu Mestre, a tormenta enfrentar, Mesmo que fortemente ela se levantar,Com Jesus, a vitória eu irei alcançar, Pois Suas promessas nãc podem falhar.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-18.mscx,
hino,19,Manda-nos Teu Poder,Barney Elliott Warren,"1. Manda, ó Senhor, do céu, fogo santo ao povo Teu; Mandanos Teu Poder; Fogo que destrói o mal, fogo santo, celestial; Mandanos Teu Poder.

Coro: Mandanos o Teu Poder, O Poder renovador, pelo Teu imenso amor; Vem, Senhor, selarTeu po vo Com o bom Consolador.

2. Vem as bênçãos derramar e, os que dormem, despertar; Mandanos Teu Poder, E das nossas vidas faz testemunho eficaz; Mandanos Teu Po der.

Coro: Mandanos o Teu Poder, O Poder renovador, pelo Teu imenso amor; Vem, Senhor, selarTeu po vo Com o bom Consolador.

3. Vem nos dar as orações, visitandç_-os corações; Mandanos Teu Poder, Em constante comu-nhão, esperamos Tua unção; Mandanos Teu Poder.

Coro: Mandanos o Teu Poder, O Poder renovador, pelo Teu imenso amor; Vem, Senhor, selarTeu po vo Com o bom Consolador.","Mandanos o Teu Poder, O Poder renovador, pelo Teu imenso amor; Vem, Senhor, selarTeu po vo Com o bom Consolador.","[{""estrofe"": 1, ""texto"": ""Manda, ó Senhor, do céu, fogo santo ao povo Teu; Mandanos Teu Poder; Fogo que destrói o mal, fogo santo, celestial; Mandanos Teu Poder.""}, {""estrofe"": 2, ""texto"": ""Vem as bênçãos derramar e, os que dormem, despertar; Mandanos Teu Poder, E das nossas vidas faz testemunho eficaz; Mandanos Teu Po der.""}, {""estrofe"": 3, ""texto"": ""Vem nos dar as orações, visitandç_-os corações; Mandanos Teu Poder, Em constante comu-nhão, esperamos Tua unção; Mandanos Teu Poder.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-19.mscx,
hino,20,Teu Espírito derrama,Charles Davis Tillman,"1. Teu Espírito derrama Sobre Teus fiéis, Senhor, Que, humildes e contritos, Buscam o Consolador.

Coro: Vem com Teu Poder, Senhor, Teu povo fortificar; Com o bom Con solador, vem, oh! vem batizar.

2. Teu Espírito derrama, A promessa cumpre, ó Deus, Enviando aos Teus filhos As virtudes lá dos céus.

Coro: Vem com Teu Poder, Senhor, Teu povo fortificar; Com o bom Con solador, vem, oh! vem batizar.

3. Teu Espírito derrama, Revestindonos de amor; Dos Teus dons maravilhosos, Enriquecenos, Senhor.

Coro: Vem com Teu Poder, Senhor, Teu povo fortificar; Com o bom Con solador, vem, oh! vem batizar.","Vem com Teu Poder, Senhor, Teu povo fortificar; Com o bom Con solador, vem, oh! vem batizar.","[{""estrofe"": 1, ""texto"": ""Teu Espírito derrama Sobre Teus fiéis, Senhor, Que, humildes e contritos, Buscam o Consolador.""}, {""estrofe"": 2, ""texto"": ""Teu Espírito derrama, A promessa cumpre, ó Deus, Enviando aos Teus filhos As virtudes lá dos céus.""}, {""estrofe"": 3, ""texto"": ""Teu Espírito derrama, Revestindonos de amor; Dos Teus dons maravilhosos, Enriquecenos, Senhor.""}]",docs/ccb-hinario-5-do/do/musescore/xml/hino-20.mscx,
