tipo,numero,titulo,secao,estrofe,texto,arquivo
hino,1,"Cristo, meu Mestre...",estrofe,1,"Cris to, meu Mestre e meu Senhor, Eu Te adoro, por fé, com fervor; Rogo que guardes meu coração; Vem protegêIo com Tua unção E defendêIo, ó meu Guardião.",docs/ccb-hinario-5-do/do/musescore/xml/hino-1.mscx
hino,1,"Cristo, meu Mestre...",estrofe,2,"Mestre divino, sempre senti Meu coração dependente de Ti; Bom fundamento dálhe, Se nhor, Dá lhe firmeza, virtude, valor E fortaleza, ó meu Protetor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-1.mscx
hino,1,"Cristo, meu Mestre...",estrofe,3,"Vale profundo, chei o de mal, É este mundo, ó Rei divinal. Só Tua força pode manter Santo e puro, na graça, meu ser, Sempre seguro, com fé e poder.",docs/ccb-hinario-5-do/do/musescore/xml/hino-1.mscx
hino,1,"Cristo, meu Mestre...",estrofe,4,"Mestre piedoso, com Tua mãc, Faze perfeito o meu coração, Santo,~ardoroso em Te ser vir, Sem pre vol tado aos bens do porvir; Mestre amado, desejo Te ouvir.",docs/ccb-hinario-5-do/do/musescore/xml/hino-1.mscx
hino,2,De Deus tu és eleita,estrofe,1,"De Deus tu és eleita, igreja de Jesus, O teu divino Mestre à glória te conduz,Preparate, pois Ele mui breve voltará; A glória que te espera já preparada es tá",docs/ccb-hinario-5-do/do/musescore/xml/hino-2.mscx
hino,2,De Deus tu és eleita,estrofe,2,"Com celestiais adornos espera o teu Senhor, Vestida de justiça e do divino amor; Dileta és de Cristo, que vida te doou; A fim de resgatarte, Seu sangue derra mou",docs/ccb-hinario-5-do/do/musescore/xml/hino-2.mscx
hino,2,De Deus tu és eleita,estrofe,3,"É grande tua glória, igreja de Jesus; Consagrate a Ele, andando em Su a Iuz,Em breve, no Seu reino, gloriosa entrarás, A face do Esposo, no céu, contemplarás.",docs/ccb-hinario-5-do/do/musescore/xml/hino-2.mscx
hino,3,Faz-nos ouvir Tua voz,estrofe,1,"Faznos ou vir Tua voz gloriosa, Ó nosso Mestre, fiel Redentor;A Tua i greja, dileta esposa, Sente por Ti inefável amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-3.mscx
hino,3,Faz-nos ouvir Tua voz,estrofe,2,"Ó Jesus Cristo, celeste Esposo, Vem conduzirnos, por Teu grande amor; Já ante vemos, ó Rei majestoso, A glória eterna do Teu esplendor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-3.mscx
hino,3,Faz-nos ouvir Tua voz,estrofe,3,"A Tua gre ja está sea dornando Paraen contrarse Contigo,ó Jesus; Com santas vestes, está aguardando Ver Tua face no reino de Iuz.",docs/ccb-hinario-5-do/do/musescore/xml/hino-3.mscx
hino,3,Faz-nos ouvir Tua voz,coro,,"Ó caro Salvador; a Tua voz de a mor Nos guia para o céu, glorioso lar; Pela Palavra vem nos consolar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-3.mscx
hino,4,Ouve a nossa oração,estrofe,1,"Nossos olhos para os céus, ó Deus, nós levantamos; Confiando em Teu amor, a nossa voz alçamos.",docs/ccb-hinario-5-do/do/musescore/xml/hino-4.mscx
hino,4,Ouve a nossa oração,estrofe,2,"Refrigério celestial e bálsamo precioso É sentirTe em nosso ser, Pai santo, glorioso.",docs/ccb-hinario-5-do/do/musescore/xml/hino-4.mscx
hino,4,Ouve a nossa oração,estrofe,3,"No Teu trono, ó Senhor, recebe nesta hora A humilde oração do povo que Te adora.",docs/ccb-hinario-5-do/do/musescore/xml/hino-4.mscx
hino,4,Ouve a nossa oração,coro,,"Ouveanossa oração Desde a Tuahabitação; Tua bênção, Teu perdão, Manda, ó Deus piedoso.",docs/ccb-hinario-5-do/do/musescore/xml/hino-4.mscx
hino,5,A Rocha celestial,estrofe,1,"Sábio e prudente será o varão Que a casa na rocha erguer, Sempre terá eficaz proteção, Pois nada a pode abater.",docs/ccb-hinario-5-do/do/musescore/xml/hino-5.mscx
hino,5,A Rocha celestial,estrofe,2,"Quem sobre a areia quiser construir, Em vão trabalhado terá, Pois sua casa virá a cair; Em falso alicerce estará.",docs/ccb-hinario-5-do/do/musescore/xml/hino-5.mscx
hino,5,A Rocha celestial,estrofe,3,"As tempestades e os ventos virão A todos, com grande furor; Mas os que sobre a Rocha estão, Fir meza terão no Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-5.mscx
hino,5,A Rocha celestial,coro,,"A Rocha ceIestial É Cristo, o Filho de Deus, O Fundamento eternal De quem busca o reino dos céus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-5.mscx
hino,6,"Glória ao Justo, fiel Cordeiro!",estrofe,1,"Ao Cordeiro imaculado, Jesus Cristo, exaltemos,Do Seu Nome falaremos, pois, com infinito amor, Veio à terra, glorioso, com poder e esplendor. Glória ao Justo, fiel Cordeiro, Puro, Santo, Verdadeiro! Pela morte madeiro, Nos reconciliou com Deus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-6.mscx
hino,6,"Glória ao Justo, fiel Cordeiro!",estrofe,2,"Seguiremos a Jesus Cristo com inteira confiança; Temos viva esperança de che gar a o lar de amor, Dirigidos, amparados pelo sábio Condutor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-6.mscx
hino,6,"Glória ao Justo, fiel Cordeiro!",estrofe,3,"Só a Cristo daremos glória e louvores em eterno, Pois livrounos do inferno, do pecado e do mal, Para darnos a herança no Seu lar celestial.",docs/ccb-hinario-5-do/do/musescore/xml/hino-6.mscx
hino,7,"Granjeai, granjeai os talentos",estrofe,1,"Os talentos Jesus nos tem dado, Dons celestes de grande valor,Nós devemos, com todo o cuidado, Granjeálos, servindo ao Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-7.mscx
hino,7,"Granjeai, granjeai os talentos",estrofe,2,"Se em tudo nós formos prudentes, Se fiéis o Senhor nos achar, Herdaremos Seus bens permanentes No repouso da glória sem par.",docs/ccb-hinario-5-do/do/musescore/xml/hino-7.mscx
hino,7,"Granjeai, granjeai os talentos",estrofe,3,"Diligentes obreiros sejamos, Pois os frutos Jesus vai pedir,Os talentos, jamais escondamos, Se quisermos a gló ria fruir.",docs/ccb-hinario-5-do/do/musescore/xml/hino-7.mscx
hino,7,"Granjeai, granjeai os talentos",coro,,"Granjeai, granje ai os talentos; Sobre o muito o Senhor vos porá; Vigiai e estai sempre atentos, Eis que Ele à porta está.",docs/ccb-hinario-5-do/do/musescore/xml/hino-7.mscx
hino,8,"Oh! Vem, sim, vem",estrofe,1,"Nesta terrena vida, ó justo Redentor, São grandes os combates aos Teus fiêis, Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-8.mscx
hino,8,"Oh! Vem, sim, vem",estrofe,2,"No mundo há vaidade, muita tristeza e dor, Mas Teus remidos sentem a Tua paz e amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-8.mscx
hino,8,"Oh! Vem, sim, vem",estrofe,3,"Do cêu Te es peramos, glo rioso, eterno Rei; Tu ês veraz Pastor e nós somos Tua grei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-8.mscx
hino,8,"Oh! Vem, sim, vem",coro,,"Oh! Vem, sim, vem nos alegrar, Senhor; És nossa Esperança e nosso Defensor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-8.mscx
hino,9,Luminosa é a senda,estrofe,1,"Luminosa é a senda Que conduz, por fé, a Deus, Não há nada que me prenda Nem detenha os passos meus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-9.mscx
hino,9,Luminosa é a senda,estrofe,2,"Jubiloso, eu prossigo Para a glória eternal, Sei que Crisestá comigo, Protegendome do mal.",docs/ccb-hinario-5-do/do/musescore/xml/hino-9.mscx
hino,9,Luminosa é a senda,estrofe,3,Jesus Cristo me consola Quando estou em aflição; Seu Espírito controla Minha mente e coração.,docs/ccb-hinario-5-do/do/musescore/xml/hino-9.mscx
hino,9,Luminosa é a senda,coro,,Que prazer é viver com o meu bom Jesus! Na tristeza e na alegria sinto em mim a Sua luz.,docs/ccb-hinario-5-do/do/musescore/xml/hino-9.mscx
hino,10,Prossegui vitoriosos em Cristo,estrofe,1,"Prossegui vitoriosos em Cristo, Ele em breve, dos céus vai voltar; Mandará recolher Seus remidos Para, à glória eterna, le",docs/ccb-hinario-5-do/do/musescore/xml/hino-10.mscx
hino,10,Prossegui vitoriosos em Cristo,estrofe,2,"Prossegui, rejeitando o pecado, Pois ireis encontrar o Senhor; Para vós, Ele tem preparado Um lugar no Seu reino de a",docs/ccb-hinario-5-do/do/musescore/xml/hino-10.mscx
hino,10,Prossegui vitoriosos em Cristo,estrofe,3,"Pros segui nesta fé glori osa, O i nimigo de vós fugirá,Vigiai na oração, no cuidado, E convosco Jesus esta",docs/ccb-hinario-5-do/do/musescore/xml/hino-10.mscx
hino,10,Prossegui vitoriosos em Cristo,coro,,"var. mor. rá. Certamente exaltado será Quem o Nome de Cristo não negar; Exaltado com glória celestial, Herdará a riqueza eternal.",docs/ccb-hinario-5-do/do/musescore/xml/hino-10.mscx
hino,11,"Ó igreja de Deus, resplandece",estrofe,1,"Ó igreja de Deus, resplandece E alegrate, de coração, Espalhando a semente celes te, Anunciando a veraz salvação.",docs/ccb-hinario-5-do/do/musescore/xml/hino-11.mscx
hino,11,"Ó igreja de Deus, resplandece",estrofe,2,"És igreja formosa e amada Por Cristo, o teu Salvador, Que te quer sempre mais adorna da De justiça e sublime amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-11.mscx
hino,11,"Ó igreja de Deus, resplandece",estrofe,3,"A gloriosa e celeste cidade Irás, com Je sus, Salvador; Lá há paz, grande amor, santida de; Lá verás o Fi el Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-11.mscx
hino,11,"Ó igreja de Deus, resplandece",coro,,"Tu és a igreja de Jesus Cristo, o Cordeiro, Que tem o Seu trono nos céus; Ele, o Justo, Fiel, Verdadeiro, Te dará as promessas de Deus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-11.mscx
hino,12,Sempre em Jesus confiarei,estrofe,1,"Sempre em Jesus confiarei, Sua Palavra honrarei; Por Sua morte atroz na cruz, me concedeu eterna luz.",docs/ccb-hinario-5-do/do/musescore/xml/hino-12.mscx
hino,12,Sempre em Jesus confiarei,estrofe,2,"Os bons conselhos de Jesus são, para mim, divina luz; Eles me trazem retidão e divinal consolação.",docs/ccb-hinario-5-do/do/musescore/xml/hino-12.mscx
hino,12,Sempre em Jesus confiarei,estrofe,3,"Eu vou avante, com valor; sigo por fé o meu Senhor. No céu, um dia, O verei e igual a Ele então serei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-12.mscx
hino,12,Sempre em Jesus confiarei,coro,,"Cristo me guia com poder, Cristo me guia com saber; Ele é o Amigo mui fiel, Cristo Jesus, o Emanuel.",docs/ccb-hinario-5-do/do/musescore/xml/hino-12.mscx
hino,13,Confiemos em Deus,estrofe,1,"Ó amados, venceremos este mundo en ganador; pela fé nós lutare mos, confiando no Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-13.mscx
hino,13,Confiemos em Deus,estrofe,2,"Do Seu trono glorioso nos contempla o Senhor; Deus, o Todo Poderoso, nos conserva em amor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-13.mscx
hino,13,Confiemos em Deus,coro,,"Confiemos em Deus, Ele é o nosso Pai; Ele ouve os Seus E, ao céu, leválos vai. Pelo Seu imenso amor Nos protege o Senhor; Oh! Oremos,com fervor, Ao grande Deus, Formador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-13.mscx
hino,14,Manda os Teus dons celestes,estrofe,1,"Os Teus fiéis, reunidos ante a Tua presença, O santo Consolador esperam, ó Senhor. Todos, contritos, clamamos com fé e com reverência; Cumpre em nós a promessa de Deus, o Criader.",docs/ccb-hinario-5-do/do/musescore/xml/hino-14.mscx
hino,14,Manda os Teus dons celestes,estrofe,2,"Os Teus fiéis, reu nidos, buscam os Teus dons celestes; Clamam com todo fervor: atende, ó Senhor! Esperançosos, aguardam, crendo no que prometeste; Faze que todos sinta mos o Teu Consolador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-14.mscx
hino,14,Manda os Teus dons celestes,estrofe,3,"Os Teus fiéis, reunidos, constantemente clamando, Sentem, ó bom Redentor, celestial fervor; Pacientemente esperamos, sempre, com fé, implorando: Vem, ó Senhor, confirmarnos com o Consolador!",docs/ccb-hinario-5-do/do/musescore/xml/hino-14.mscx
hino,14,Manda os Teus dons celestes,coro,,Manda os Teus dons celestes pelo Espírito Santo; Cobre os fi éis com o manto do Teu Consolador,docs/ccb-hinario-5-do/do/musescore/xml/hino-14.mscx
hino,15,Ó alma que choras,estrofe,1,"Ó alma que choras com grande amargor, Se queres alívio, recorre ao Se nhor; A Ele implo rando, conforto acharás; Graça, e virtude, e vida terás.",docs/ccb-hinario-5-do/do/musescore/xml/hino-15.mscx
hino,15,Ó alma que choras,estrofe,2,"Amigo sincero é Cristo Jesus, Que salva o perdido, ac céu o conduz. Tua voz levanta ao bom Redentor, Clama por socorro, clama ao teu Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-15.mscx
hino,15,Ó alma que choras,estrofe,3,"Ó alma cansada, recorre ao Senhor, Ele te sustenta e te dá vigor; Auxilio do alto não falta jamais, Em Cristo confia e não choresmais.",docs/ccb-hinario-5-do/do/musescore/xml/hino-15.mscx
hino,16,Promessa excelente,estrofe,1,"Promessa excelente fizeste, ó Deus, Fiel cumprimento a Palavra terá;Sentir Teu Espirito querem os Teus; Teu povo clamando está.",docs/ccb-hinario-5-do/do/musescore/xml/hino-16.mscx
hino,16,Promessa excelente,estrofe,2,"Oh! Vem despertarnos, a mado Senhor; O Espírito Santo envia dos céus;Com fé aguardamos o Consolador, Que faz virtuoses os Teus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-16.mscx
hino,16,Promessa excelente,estrofe,3,"O Teu Santo Espírito nos guiará Em toda verdade, justiça e amor;Por Ele Teu povo ensinado será; Teu Dom aguardamos, Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-16.mscx
hino,16,Promessa excelente,coro,,"Envia, ó Deus, por a mor, Teus dons peIo Consolador. Vem nos revestir de poder divinal; Visitanos, Pai eternal.",docs/ccb-hinario-5-do/do/musescore/xml/hino-16.mscx
hino,17,"Ó Senhor, vem visitar-me",estrofe,1,"Ó Senhor, vem visitarme e alentar a minha fé; Eu desejo consagrarme e alcançar, de Ti, mercê.",docs/ccb-hinario-5-do/do/musescore/xml/hino-17.mscx
hino,17,"Ó Senhor, vem visitar-me",estrofe,2,"Ó Jesus, és minha Sorte, és a minha Salvação; Fazme firme, fazme Forte pela Tua sananção.",docs/ccb-hinario-5-do/do/musescore/xml/hino-17.mscx
hino,17,"Ó Senhor, vem visitar-me",estrofe,3,"E ao fim serei ditoso, pois Contigo estarei; No Teu reino glorioso, face a face Te verei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-17.mscx
hino,17,"Ó Senhor, vem visitar-me",coro,,"Com o Espírito divino Vem, Jesus, me batizar; Aos Teus pés eu me inclino E Te rogo sem cessar: Oh! Vem, Senhor, com Teu Dom me consolar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-17.mscx
hino,18,É Jesus meu Refúgio,estrofe,1,"Grande é a tormenta e a tribulação, Muitos são os combates, grande, a tentaçãc; Mas Jesus, meu Rochedo e fiel Guardião, É a For taleza que dá proteção.",docs/ccb-hinario-5-do/do/musescore/xml/hino-18.mscx
hino,18,É Jesus meu Refúgio,estrofe,2,"Ao Senhor, mais unido eu almejo viver E cumprir, neste mundo, Scu glorioso querer; Os Scus passes seguindo, eu irei receber Mais força e coragem, a tim de vencer.",docs/ccb-hinario-5-do/do/musescore/xml/hino-18.mscx
hino,18,É Jesus meu Refúgio,estrofe,3,"Vou, com fé no meu Mestre, a tormenta enfrentar, Mesmo que fortemente ela se levantar,Com Jesus, a vitória eu irei alcançar, Pois Suas promessas nãc podem falhar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-18.mscx
hino,18,É Jesus meu Refúgio,coro,,"Jesus meu Refúgio, meu fiel Protetor, E n'Ele abrigado terei Seu vi gor; Cada dia que passa, sinto mais Seu amor a vi da celeste do meu Salvador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-18.mscx
hino,19,Manda-nos Teu Poder,estrofe,1,"Manda, ó Senhor, do céu, fogo santo ao povo Teu; Mandanos Teu Poder; Fogo que destrói o mal, fogo santo, celestial; Mandanos Teu Poder.",docs/ccb-hinario-5-do/do/musescore/xml/hino-19.mscx
hino,19,Manda-nos Teu Poder,estrofe,2,"Vem as bênçãos derramar e, os que dormem, despertar; Mandanos Teu Poder, E das nossas vidas faz testemunho eficaz; Mandanos Teu Po der.",docs/ccb-hinario-5-do/do/musescore/xml/hino-19.mscx
hino,19,Manda-nos Teu Poder,estrofe,3,"Vem nos dar as orações, visitandç_-os corações; Mandanos Teu Poder, Em constante comu-nhão, esperamos Tua unção; Mandanos Teu Poder.",docs/ccb-hinario-5-do/do/musescore/xml/hino-19.mscx
hino,19,Manda-nos Teu Poder,coro,,"Mandanos o Teu Poder, O Poder renovador, pelo Teu imenso amor; Vem, Senhor, selarTeu po vo Com o bom Consolador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-19.mscx
hino,20,Teu Espírito derrama,estrofe,1,"Teu Espírito derrama Sobre Teus fiéis, Senhor, Que, humildes e contritos, Buscam o Consolador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-20.mscx
hino,20,Teu Espírito derrama,estrofe,2,"Teu Espírito derrama, A promessa cumpre, ó Deus, Enviando aos Teus filhos As virtudes lá dos céus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-20.mscx
hino,20,Teu Espírito derrama,estrofe,3,"Teu Espírito derrama, Revestindonos de amor; Dos Teus dons maravilhosos, Enriquecenos, Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-20.mscx
hino,20,Teu Espírito derrama,coro,,"Vem com Teu Poder, Senhor, Teu povo fortificar; Com o bom Con solador, vem, oh! vem batizar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-20.mscx
hino,21,Não mais oprimidos seremos,estrofe,1,"Não mais oprimidos seremos Na volta do nosso Senhor; A voz esperada ouviremos: ""Oh! Vinde!"", dirá o Salvador; A vida eterna com glória Teremos, por Cristo, nos céus; Completa será a vitória Ao vermos a face de Deus. A volta de Cristo glorioso Será com der e esplen dor, Devemos estar revestidos De graça, justiça e amor. Iremos então, ó queridos, Desfrutar a herança eternal, Pois Jesus nos dará a coroa real, No ditoso lar celestial.",docs/ccb-hinario-5-do/do/musescore/xml/hino-21.mscx
hino,21,Não mais oprimidos seremos,estrofe,2,"Nao mais perseguidos seremos Na volta do nosso Senhor; Deixando este mundo, iremos Ao céu, nossa Pátria de amor; Naquela cidade gloriosa, Lugar de eterno esplender, A herança divina, preciosa, Teremos de Deus, Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-21.mscx
hino,22,"Guia-me, ó Senhor",estrofe,1,"Guiame, ó Senhor, na fulgurante luz; Dâme mais do amor, que à glória me conduz.",docs/ccb-hinario-5-do/do/musescore/xml/hino-22.mscx
hino,22,"Guia-me, ó Senhor",estrofe,2,"Guiame, bom Jesus, descanso eu terei; Regeme pe la luz que vem de Ti, meu Rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-22.mscx
hino,22,"Guia-me, ó Senhor",estrofe,3,"Guiame, Salvador, na Tua santa lei; Guardame em amor, Teu Nome bendirei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-22.mscx
hino,22,"Guia-me, ó Senhor",coro,,"Guiame, guiame com Tua mão, Senhor; Guardame, guardame do mundo enganador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-22.mscx
hino,23,O Senhor é o meu Pastor,estrofe,1,"O Senhor é o meu Pastor, nada deixará me faltar; Com a Sua mansidão, em ver des pastos fazme andar; Refrigério, fé e paz minha alma n'Ele chou, Nas vere das celestiais, os meus passos Jesus firmou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-23.mscx
hino,23,O Senhor é o meu Pastor,estrofe,2,"Se eu tivesse que andar peIo vale da morte ó Deus; Eu não temeria o mal, porquanto es tou nos braços Teus; Tua vara, ó Senhor, me conserva em retidão, Teu cajado divinal traz conforto e consolação.",docs/ccb-hinario-5-do/do/musescore/xml/hino-23.mscx
hino,23,O Senhor é o meu Pastor,estrofe,3,"Uma mesa para mim, ó Senhor, Tu vens prepa rar;Com Teu óleo vens me ungir, Fa zes meu cálix transbordar; A bondade, a mercê sobre mim contemplarei; Mas moradas do meu Deus para sempre habita rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-23.mscx
hino,24,"Dá-me graça, Senhor",estrofe,1,"Dáme graça, Senhor, para sempre Te mar Com intenso e profundo amor Que procede de Ti, glorioso Senhor, E me faz Teus conse lhos guar",docs/ccb-hinario-5-do/do/musescore/xml/hino-24.mscx
hino,24,"Dá-me graça, Senhor",estrofe,2,"Com divi na afeição quero sempre honrar E também ser fie, serv;dor; Esse menso amor que de Ti vem, Senhor, Me ensina~_-ao Teu Nomç_-exal",docs/ccb-hinario-5-do/do/musescore/xml/hino-24.mscx
hino,24,"Dá-me graça, Senhor",estrofe,3,"Esse elo de amor sempre me faz lembrar Quanto amaste minh'alma, Senhor; Quero sempre sentir, cultivar esse amor, Aguardando, com fé, Teu vol",docs/ccb-hinario-5-do/do/musescore/xml/hino-24.mscx
hino,24,"Dá-me graça, Senhor",coro,,"dar. tar. tar. Quero amarTe com todo fervor, AdorarTe,meu bom Salvador; Vem, Com Tuas virtudes, cingir O Teu servo, que quer Te servir.",docs/ccb-hinario-5-do/do/musescore/xml/hino-24.mscx
hino,25,"Um grande bem, precioso bem",estrofe,1,"Um grande bem, precioso bem, eu recebi do Criador Que me chamou e revelou, por compaixão, o Redentor; O Seu querer eu compreendi e pecador eu me senti; Meu coração se quebrantou, todo o meu ser se transformou; Eu sou feliz, ben digo a Deus; com salvação me agraciou.",docs/ccb-hinario-5-do/do/musescore/xml/hino-25.mscx
hino,25,"Um grande bem, precioso bem",estrofe,2,"Que gran-de bem, precioso bem! Eu sirvo a Deus, o Formador, Que para Si me separou; remido sou do Salvador; Purificou meu coração, me concedeu o Seu perdão; Até o fim do meu viver, Seu santo amor anunciarei; Com a unção do Cri ador, de todo o mal me_-afastarei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-25.mscx
hino,25,"Um grande bem, precioso bem",estrofe,3,"É grande bem, precioso bem, viver na fé, ter paz com Deus, Participar, com os fiéis, dos eternais tesouros Scus; Sou mui feliz, pois alcancei lugar nos céus, por Cristo, o Rei; A Deus, o Pai, e a Jesus exalta rei com todo~o~amor; O galardão receberei das santas mãos do Redentor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-25.mscx
hino,26,"Julga-me, Senhor",estrofe,1,"Julgame, Senhor, pois amo Tua lei; Confiando em Ti, jamais vacilarei; Vem, ó Deus, com Teu falar, minha alma sustentar, Quero en justiça sempre caminhar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-26.mscx
hino,26,"Julga-me, Senhor",estrofe,2,"Diante dos meus olhos Teu favor esta: Benaventu rança que igual não há; Quero,j Deas, Te agradar e Teu reino alcançar; Vem, com a Pa lavra, me pu rificar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-26.mscx
hino,26,"Julga-me, Senhor",estrofe,3,"Em caminho plano os meus pés estão, No caminho que con duz à salvação; Nas congre gações, ó Deus, contarei os feitos Teus, Pois Tu cancelaste os pecados meus.",docs/ccb-hinario-5-do/do/musescore/xml/hino-26.mscx
hino,26,"Julga-me, Senhor",coro,,"Teu Espírito, ó Senhor, Tudo pode investigar; Nada posso Te ocultar, Pois, com Teu divino lhar, Vês os céus e a terra, sábio Criador.",docs/ccb-hinario-5-do/do/musescore/xml/hino-26.mscx
hino,27,O Senhor é minha Luz,estrofe,1,"O Senhor é minha Luz e minha terna Salvação. Nada devo eu temer,pois Ele é meu fiel Guardião. O Senhor é o meu Deus, nada aqui recearei; Para sempre sentirei a providência do meu grande Rei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-27.mscx
hino,27,O Senhor é minha Luz,estrofe,2,"Se vier me circundar todo exército do mal, O Senhor enviará Seu grande xército celestial. Com o coração em paz, sirvo ao santo Criador; Pequenino e fraco sou, mas meu Refúgio é Deus meu Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-27.mscx
hino,27,O Senhor é minha Luz,estrofe,3,"Meu desejo é morar sempre na casa do Senhor, Pois assim contemplarei a formosura do meu Criador. Ele me esconderá quando vier a tentação; Protegido estarei sempre debaixo do Seu pavilhão.",docs/ccb-hinario-5-do/do/musescore/xml/hino-27.mscx
hino,28,Para o ceú marchemos,estrofe,1,"Para o céu marchemos, firmes, sem temer, Nada nesta marcha pode nos deter; Com valor marchemos, quem impedirá? Cristo, nossa Força, Seu poder da",docs/ccb-hinario-5-do/do/musescore/xml/hino-28.mscx
hino,28,Para o ceú marchemos,estrofe,2,"Para o céu marchemos, cheios de amor, Do amor de Cristo, nesso Condutor; Com valor andemos, sempre união, Para eterna glória, a ceIesSi",docs/ccb-hinario-5-do/do/musescore/xml/hino-28.mscx
hino,28,Para o ceú marchemos,estrofe,3,"Para o céu marchemos, sem esmorecer, Pela fé, podemos tocio mal vencer; Cristo fortalece nosso coração; No eternal repouso nos dará lar",docs/ccb-hinario-5-do/do/musescore/xml/hino-28.mscx
hino,28,Para o ceú marchemos,coro,,"nos te ga rá. ão. dão. Marchemos para céu, morada do Senhor, Olhando bem aten tos para o Redentor; Marchemos com vaIor à pátria celestial; Lá desfrutaremos vida eternal.",docs/ccb-hinario-5-do/do/musescore/xml/hino-28.mscx
hino,29,"Senhor Jesus, Tu és o meu Rochedo",estrofe,1,"Sennhor Jesus, Tu és o meu Rochedo, Só em Ti devemos sempre confiar; Defendeme de todo mal e medo, Pois somente Tu me podes ajudar.",docs/ccb-hinario-5-do/do/musescore/xml/hino-29.mscx
hino,29,"Senhor Jesus, Tu és o meu Rochedo",estrofe,2,"Sennhor Jesus, a Tua mão potente Me fará vencer o mundo enganador; Esteja Tua força mim presente E Te glorificarei, ó meu Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-29.mscx
hino,29,"Senhor Jesus, Tu és o meu Rochedo",estrofe,3,"Sennhor Jesus, és minha Esperança, Meu Refúgio, meu Escu do e Defensor, Ao coração dá firme confiança Para sempre ser fiel e venceder.",docs/ccb-hinario-5-do/do/musescore/xml/hino-29.mscx
hino,29,"Senhor Jesus, Tu és o meu Rochedo",coro,,"Ó senhor, vem conduzirme Pelo Espírito à pátria eternal; Da verdade vem cingirme E de toda a armadura celestial.",docs/ccb-hinario-5-do/do/musescore/xml/hino-29.mscx
hino,30,Confiarei sempre no Senhor,estrofe,1,"Confiarei sempre no Senhor, no Seu sublime amor; Nunca serei confundido na aflições ou na dor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-30.mscx
hino,30,Confiarei sempre no Senhor,estrofe,2,"Em Jesus Cristo eu tenho fé, só n'Ele esperarei; Mesmo estando em angústia, n'Ele cu confiarei.",docs/ccb-hinario-5-do/do/musescore/xml/hino-30.mscx
hino,30,Confiarei sempre no Senhor,estrofe,3,"Nas minhas provas, confiarei em Cristo, Libertador; N'Ele eu tenho firmeza, pois é fiel Protetor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-30.mscx
hino,30,Confiarei sempre no Senhor,coro,,"Cristo é bom e clemente, bálsamo a toda dor; paz divinal exceIente vem do Senhor.",docs/ccb-hinario-5-do/do/musescore/xml/hino-30.mscx
